tweet id, tweet, label
'296712626380091392',"@StalkingReedus @spiketv @wwwbigbaldhead What the most annoying question your asked?",off-topic
'295410735259979777',"@dylanneverever did a little poo come out?",off-topic
'296176240119926784',"It's like a fucking western. Heavy",off-topic
'296533543625052161',",  , ,  ... OM NOM NOM HARRY @ Campus Living Villages http://t.co/ReTJKqt8",off-topic
'297151992831303680',"Want to win this beautiful LOVE bracelet for V-Day? RT our picture to win and reply to us with the word LOVE! #giveaway http://t.co/HL6Jk4TI",off-topic
'295676131955335168',"#instabutterflywatching  @lil_off_the_top your mates @ Butterfly Garden http://t.co/nibSkEOW",off-topic
'296924359073857536',"I was just complimented thus: I'm sure you have stalkers! So now I don't wanna embrace oblivion any longer //@racheltinney",off-topic
'296126041875955712',"TEDxUQ updated: Brisbane, Australia  Sat Mar 23 at 10:00 http://t.co/CkqLBwjW",off-topic
'295475176626327552',"@iamstarjoy thanks for the shoutout and follow",off-topic
'296797124866232320',"I guess everyone thinks I'm 3-6 years older than I really am...wtf",off-topic
'295647950028279808',"There's a cyclone blowing, torrential rain, trees falling down everywhere but people still wanna go jogging!! #deathwish #idiots",on-topic
'297302434244595712',"@FightBetting Yep that would be a lot better than Spider V Weidman but same result for @SpiderAnderson",off-topic
'296240747043246081',"@sleepinglions haha that movie rules so hard",off-topic
'295586674447093761',"Finally home again, can't wait to jump into my bed",off-topic
'297225994182483968',"Also some guy has a knot in his pants draw string and can't get them off. Hilarity is to ensue.",off-topic
'296180326584160256',"@Anpumon love the idea though :3",off-topic
'295687779420102656',"@ADRL sorry din't know exactly. Ploughed said SES are sandbagging Lismore now. Trying to get wifi connection to see road closures.",on-topic
'297340741485748224',"@612brisbane yes Yeronga for one and a half hours only",off-topic
'296254275594641410',"@haych_enn HAHAHAHA nah just gonna make you jelly that's all",off-topic
'297342561440378880',"@ralphy_boy everyone changes, some for the better some for the unfortunate worse",off-topic
'296827745013493761',"@ABCNews24 @senatorabetz @lyndalcurtis the questions asked by Lyndal attempted to give the govt get out of jail free card, shame!",off-topic
'295682543385210880',"@Optus just checked modem too, no sync on up or downstream.",off-topic
'296883271311192064',"@UStupidBitch husband wants to know when Kevin is planning on cleaning his place. He's free tomorrow if that helps?",off-topic
'295374143136882689',"@KeithUrban think twice about keeping tonight's concert on. You're putting lives at risk. Have a heart and reschedule",off-topic
'296599294360813568',"@fatWhore85 does he know he's on the list?",off-topic
'296851938446831617',"My new shoes @ The Myer Centre http://t.co/AsvYl09G",off-topic
'296225988214398976',"Who wants to come to bed with me",off-topic
'295820405678170112',"Rock pool sunset #sunset #townsville #strand #cloudporn #clouds #water #rockpool  @ The Rockpool http://t.co/hY3Qw9ck",off-topic
'297236301529354240',"Jackson Allen from the @goldcoastfc helping out with the NAB Auskick launch at St Laurence's in South http://t.co/gCDu1glP",off-topic
'296507307288846337',"@Macdaddy_321 what the actual fuck. I wouldn't recommend this any other time but definitely get off at his stop and flatten him",off-topic
'297169212164694017',"I just ousted Jack E. as the mayor of Edge Hill on @foursquare! http://t.co/GpBH7hyl",off-topic
'296086921099218944',"Laying the bonnet of my car screaming beetlejuice beetlejuice beetlejuice all because I locked the keys in the car",off-topic
'297348827827011585',"@FontanaMUFC get in, nothing but a good time",off-topic
'297312519914156032',"Spilt my first tray of drinks tonight :/ Smashed glasses, shit everywhere.. But I still got a tip?! Get in my son",off-topic
'295493097574498304',"It scares me that 80% of my friends are pretty settled... Is this what being nearly 30 does? *turns off brain*",off-topic
'295769971605250049',"Hello Bruss... I mean Brisbane @ City Botanic Gardens http://t.co/rvHz0vJU",off-topic
'296479502253572096',"Relationships are harder now because conversations becomes texting, argument becomes phone calls, &amp; feelings become statuses and tweets.",off-topic
'296931443513372672',"I can't wait to see everyone again in the next month or so",off-topic
'297060377185878016',"#TweetMyJobs #Sales #Job alert: Sr Sales Representative | Newell Rubbermaid | #Queensland http://t.co/qxGL4vgN #Jobs",off-topic
'297325021439873026',"@Chet_Faker you were absolutely mesmerizing tonight #LanewayFest",off-topic
'296022765088157697',"@KHalicos thank you, &amp; yes we pray &amp; hope for it to settle down soon :)",on-topic
'295393955644862464',"@QPSmedia: BOM: There is still the potential for #tornado activity across SEQ. #bigwet",on-topic
'296564282609508352',"@coloursofsunset summer colds are the worst. Hope you feel better soon.  Lotsa hugs !! Mwah",off-topic
'296237409232900096',"Lol. Ive been #BlockedByMirandaDevine for as long as I can remember. Badge of honour. Along with being blocked by @edbott",off-topic
'295473433213546496',"@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/nfn3NKaq",off-topic
'297322796634222593',"OMG MY FAMILY WAS HAVING A CUNT WAR AND IT WAS LIKE WE WERE ALL NIALLS FUCK",off-topic
'296071615949729792',"Gah! Brisbane tap water still tastes like its fresh outta the river.",off-topic
'296730592727404544',"@seafury10 they're moving the entire pacific operations to Singapore #cheapasianlabour #fml",off-topic
'295544869697490944',"@nicholeesacco thanks for the follow babe",off-topic
'295749312942575617',"What we refer to as the Anna-Nicole Syndrome!! http://t.co/VhbHdrHe",off-topic
'296944088517857280',"@Stuieboy123 lol ok.,. You got plans when your here. How long you here for..",off-topic
'296639493279199235',"Bruce Banner ain't nothing. (@ Gotham) http://t.co/yq7rOxyz",off-topic
'295799916549255168',"Im a prince of space. What part of space? Oh, just space in general.",off-topic
'296960619318493185',"Gonna cry myself to sleep now since i know perrie will never know i exist :'( @LittleMixOffic http://t.co/su3ZkxOo",off-topic
'297323551051116544',"@TheRoundup humph. Not good enough ;) hang on where r u going??",off-topic
'296433136127062016',"After the check out Random old man: you're daughter is really beautiful Mum: she's my sister Me: he was just talking about me mum. :P hahaha",off-topic
'296534002393829376',"Pretty sure I've forgotten how to read books. I need a gateway book to remember how.",off-topic
'296804324871372801',"@UStupidBitch house isn't so good apparently. Does Kevin know if he turned his gas bottles off? They've been knocked around a bit.",off-topic
'296404848495173632',"@Seana_Smith They grow up too quickly !!",off-topic
'297262726353408000',"I love nothing more than roast pumpkin and steamed broccoli. I'm weird, I know",off-topic
'297334496829784064',"JACK DANIELS TEE SHIRTS BRAND NEW WITH TAGS - OFFICIAL LICENSED M $14.00 Molendinar http://t.co/SqKlCjYc",off-topic
'296817446990524417',"I'm at La Costa Motel (Bilinga, QLD) http://t.co/o4yxCYgQ",off-topic
'295815316393586688',"@RehdersCorner according to my pocket weather it will :) 31 Saturday GC",off-topic
'296887298539278336',"@Cookie8778 I was nearly coming gone the other day, but there's no future there for me, in terms of a career or jobs",off-topic
'295725107408678912',"@Colvinius great anecdotal article that is not supported by any of the real figures from the region. Journalistic vapourware.",off-topic
'296894292193054720',"Another visit with Dr Bernie.. (@ coast chiropractic) http://t.co/Zsw6GaQq",off-topic
'295392269249425410',"Kudios for the pilot for landing in this shit! #apocalypse",off-topic
'296549322907078656',"Peavey Valve King 212 Guitar Amp Combo $550.00 Ormeau http://t.co/yCJMrlJo",off-topic
'297222635408998402',"Bloody sucks I can't watch the cricket..",off-topic
'295696209132285952',"Oz news, wind and rain continue over night, lots of flooding, may have difficulty meeting people and getting our flight to Singapore. Wet!!!",on-topic
'295547850295750658',"@AndieW20 when ur mind says give up but ur hope whispers one more try *galau lol",off-topic
'296190720233054208',"@What_Dya_Reckon: @davidpattinson Nice picture of my area. See what we enjoy every day. Thanks Mike! Yes it's an awesome place.",off-topic
'296486912816971776',"55 x Velvet Retro Animal Print Belts with Big Buckles $30.00 Ashmore http://t.co/YLhoOQxe",off-topic
'295992547791208448',"Business counting carbon tax. More businesses in trouble from floods than carbon tax. #ClimateChange #auspol  http://t.co/oJSVrj0p",on-topic
'297375540384509953',"@JuliaBabes you know what chocolate I'm talking about though right?",off-topic
'297083871298719745',"@Harry_Styles please follow me harry it takes 2 seconds :))) x",off-topic
'295480342696050688',"Looking forward to sunny Mildura on the weekend @ Indooroopilly http://t.co/lyLNH7RJ",off-topic
'295448738007220224',"Redcliffe storm tide evacuation zones maps: http://t.co/Gcmne1e3 #bigwet",on-topic
'295358655036010497',"Nothing like stifling heat to make me want to curl up in a ball in the air conditioned cafe. Queensland, you suck!",off-topic
'295772574783266816',"@couriermail Kimberley College at Carbrook is closed Tuesday due to power outage. Can it please be added to the list of closed schools?",off-topic
'297172895497584640',"Friday is here!! Friday night is not far away!! And tonite rnb_factory at Hot Gossip has got you http://t.co/7DjbEuIj",off-topic
'295894201109995520',"4 months today we landed in Australia and yet we've still not seen a kangaroo!! #myth",off-topic
'295734130077995008',"Lunch banquet  (@ Hibiscus Chinese &amp; Malaysian Restaurant) http://t.co/tqEkkXlV",off-topic
'296635921275695107',"@TheJohnathan we all know ya obsessed with that damn #BlackOps haha. Miss you my personal fofo haha. Love you nephew! #SimpleDeeze ;)",off-topic
'296130596831367169',"@jameshep yeah no power last I spoke to my parents. They did get a generator though! Lucky to be sitting inside work today though!!",on-topic
'296081237762789377',"TILER, ALL AREAS :) Broadbeach Waters http://t.co/W16r8XUQ",off-topic
'297112710842302464',"Dammmmmn... Bus should be on time! Especially to helensvale!!",off-topic
'297412004761722881',"Regretful sale of much loved fault-free car! $4,800.00 Palm Beach http://t.co/lD0DjdHD",off-topic
'295514164347170816',"@chelseaaaroseee I feel kinda privileged to witness this.",off-topic
'297110809081954305',"Me thinks Airline Alliances is code word for Legal Price Fixing",off-topic
'295859321093386240',"Thoughts with every one caught up in the QUEENSLAND floods.Stay safe.x",on-topic
'295711407478026240',"Still waiting on a reply about the 2011 flood relief funds that have not been distributed. Who has that money. Any Gov official will do.",on-topic
'295405231372660736',"School might not start on the 29th if the rain persists! Oh yeah!",on-topic
'296398325677162498',"HOLDEN COMMODORE 1 TONNER,67000 km auto,canopy,racks,logbooks, $12,450.0 Mermaid Beach http://t.co/5f8XEZTE",off-topic
'297258403917606912',"Stage 2 done... Ducks confit for 5 hours... Now into the fridge.. :) #foodporn #foodstagram #dccatering http://t.co/nm3IgD7D",off-topic
'295498841640280065',"I think it's so cute that andy's mama is always at his matches ^_^",off-topic
'296736895847768065',"#amagenda the trash that comes out of Labor MPs mouths will be in full spin now!!! Not the most believable group of people!!",off-topic
'295398092780478464',"@ahoytrixie SO ANGRY NOT AFTER TODAY NO",off-topic
'296184886723751936',"@laverty_jamie THE BEST Jamie! I did Bunya tonight... So fun!",off-topic
'295411199250673665',"@mightystickbug DO. Who is on up there, Rosie?",off-topic
'297303840783470593',"Fair play to Graham Arnold, pretty much working miracles with the resources at Central Coast Mariners.",off-topic
'295491353524203521',"#feellike shooting frogs . I hate them so much, disgusting things.",off-topic
'296048833199226880',"With @triplej running the #Hottest200 I might actually get one of my top 10 in!",off-topic
'296736290064433154',"@laevantine Isnt that called Netflix? Or does Netflix also run ads?",off-topic
'296566607017299968',"@MBMurf of course. Just a quiet one or two....",off-topic
'296885002308820994',"The Outpost Lounge is nearly ready for Laneway Festival !!!! :) @ RNA Showgrounds http://t.co/vhL97zTA",off-topic
'295435011061075969',"@georgia_riot we totally are twins yep yep :)",off-topic
'296065806171787264',"I say I mean too much like I mean come on stop saying that Josphine",off-topic
'296357199876329472',"No one stabbed overnight. Although everyone was in scattered motels etc.",off-topic
'296891666659414016',"NANCHANG. Chinese torpedo with Russian engine. @ Bob Harris' Flying School http://t.co/p1efhxlX",off-topic
'297465926213828609',"Meeting random people is my favorite thing in the world",off-topic
'297269649123459072',"Drinking @kinmrene ciders listening to #Keith alone ! Drowning out the neighbors shitty music!  I will replace your drink.",off-topic
'296133580235620352',"GROW - I miss my old tree so much so I'm growing a new one - can anyone guess what it is? #fms @ Twin Waters http://t.co/ZuFbCl2x",off-topic
'295414726580641792',"Wild wind and rain along the Logan River today @MarkMcArdleMP. Please explain how Energex helicopters will lift lines &amp; restore power. #BS",on-topic
'297134176417751040',"Comercial 3 Door Fridge... Great condition... New motor $500.00 Pimpama http://t.co/dLubzmK8",off-topic
'296385973997158402',"Hi Brisbane! Your weather sucks. (@ Avid Reader) http://t.co/1SE3zPEM",on-topic
'295796631247405057',"@TupuTanuvasa LOL! you're a egg, ahhah way to go tryna keep your daughter a virgin  crazy",off-topic
'296884270125948928',"Wedges again for Thursday night dinner :D",off-topic
'296138017901535232',"@diversion2006 Hallelujah! Julia &amp; God. Like mixing oil &amp; water.",off-topic
'297458922263044096',"@rickygervais That's what u get when they allow politicians to breed, if u can shut them up that is.",off-topic
'296110925151338497',"@carriewinatlife so this year I'll be extra drunk and in the Emerald Isle far away from that",off-topic
'297313546226790401',"@AmandaAbate   Thanks Amanda. I have yet to adjust to QLD. You are a spot on reporter.",off-topic
'295853159690162176',"Tune by @_TheManor - Worth a watch and listen fellow Gooners: http://t.co/lTrwyjrA",off-topic
'296339517735051264',"@RoseyIsMyName just my housemate man, she ruins paradise haha #deporther",off-topic
'296422969406799872',"I have a job interview today and I'm super nervous! Anyone have any tips on how to ace an interview??",off-topic
'295436928042561536',"@katjones84 I was but then cancelled. It's a big call staying open I reckon. Apparently brisbane hasn't seen the worst of the storm yet!",on-topic
'295697999345094656',"Today to deactivation day for older #IOS6.1 Betas FYI. Your phone might cut out if you haven't upgraded!",off-topic
'295352236555501568',"We have a visitor! #hiding #evilrain http://t.co/ecmG0e7t",off-topic
'295731673411244034',"Does channel 9 only have one news camera, same footage again again again.",off-topic
'295990543647911936',"@seanflanery  Sending you a big cheery G'day from the sweltering heat of Tropical North Queensland Australia.",off-topic
'296931240899125248',"I bought some apple scented spray on conditioner for Oscar. He now smells amazing. And he is so soft",off-topic
'296234762367008768',"@kencmizuno @ben_m_jones  crew are getting sacked for such blatant disrespect and immaturity. I'm appalled!",off-topic
'296075878671208448',"How do I get Spotify to stop telling everyone on Facebook what I'm listening to... Please help someone!",off-topic
'296107814491914240',"@612brisbane @SEQincidents thanks guys power back on in Yeronga after 30 hours yay",on-topic
'296741633934893056',"@manc_news: Alcohol ban 'could finish' student shop: Gaffs, Fallowfield had its alcohol licence taken aw.. http://t.co/0lO9Mzue @conreen",off-topic
'296810190060257280',"Does anyone else do this or am I just a weirdo who wants to keep her teeth white? http://t.co/BX7aWZTU",off-topic
'295902767938142210',"@shannikahd_ I hope I don't need to go down that road hahah",off-topic
'296752967476998144',"@nickjdevereaux kogan has them 520 delivered. Housemate just got one,  the camera is rad rad rad",off-topic
'296893811311910913',"@WeAreStoneSour any gigs on the gold coast australia and if so may i please score two free tickets thankyou",off-topic
'295453565953126400',"@GlamAphonicLexi @sososabby I AM TOTALLY LEGAL in Australia. :))",off-topic
'296491991884247040',"@JoannaSHOTS feb 27th at RNA it's been announced on the sound wave site",off-topic
'296047861257338880',"I'm at News Queensland (Bowen Hills, QLD) http://t.co/m4sxqHFM",off-topic
'295351688217370624',"In a Western, Abbott and Bernardi are hired guns for the evil rancher. Hockey is the banker in a 3-piece suit, funding them but staying low.",off-topic
'296617229150208001',"Don't believe everything you hear mate ! #wrongagain",off-topic
'296993612951076864',"Stocky playing the worst music. Fuck off with ya one direction mate. Where is gaga",off-topic
'297192371928571906',"@_diodes Ricardo was so much better. I understood things so clearly with him",off-topic
'296074400124502017',"AND SHE WAS LIKE NO THEY'RE A BAND",off-topic
'296064499952254978',"Work lost power so I don't have to go in, watching Kourtney &amp; Kim Take Miami episode 2 :)",off-topic
'297300103901896704',"@conormurphy10 haha cheers mate looking forward to it but shiten a bit lol",off-topic
'296977887200960513',"@thehelenha Haha my hair again, has a long story like everything else in my life! But the place I recommend/Yvonne also went 2 is in Corinda",off-topic
'297311416585699328',"@braddyNEVEREVER haha yeah man!!! I wanna start an emo band and bring it back :P",off-topic
'297312672179970048',"@ThroneofCastle I've been good, how about you? That's ok if you're not on a lot :-)",off-topic
'297461895886172160',"Your Google search history is the real you.",off-topic
'296599189444501505',"Photos up in the am",off-topic
'297362867496304640',"Iike, I'm going to bed now...and everyone is just waking up",off-topic
'296536280777494528',"@SpikeEcks @TurnbullMalcolm If a day is just a day, how would you feel if election was held on ANZAC Day Spike?  #RobsObservantJewsOfAVote",off-topic
'295862301263814658',"@Nonsense_Infest haha - yes for me The Rock! That's about it. Haha.",off-topic
'295784185610788864',"@ttinawilliamss we are fine in our area cuz :) thanks. bt look at my street.lol http://t.co/jvoJ2xNS",on-topic
'297292498148159489',"@ncoghlan_dev he added that after the first since 61A is suppposed to be intro to programming iirc.",off-topic
'297270879728062464',"Watching Rock Of Ages for about the billionth time!",off-topic
'296122850413256704',"@Mamamia Wrong wrong wrong! Who cares if you've got an innie or an outie. Find the right guy (coughs) and he'll accept you as you are.",off-topic
'295454203982270464',"@ally_precious i immediately went strait into my room, stocking up on power fr my phone &amp; ipad haha. Gah sooooo bored!",off-topic
'297161417478524928',"Still buggin about Becks going to PSG and giving his salary to a childrens hospital",off-topic
'295732157979189248',"@Holla1D ya lol the only language i can speak other than english is maori but nobody here seems to be maori hah:-) ahaa:)))",off-topic
'297471902153314305',"Club sandwich + latte  (@ Cafe Campanile) http://t.co/ovlMnBxz",off-topic
'295803909103046656',"@ArtixKrieger @Cysero Can you develop some sort of online chat for all AE players... For like mobile or something? Thatd be cool!",off-topic
'296837221846237184',"not being able to tweet about employment without typos seems like a cosmic follow up to the managers' meeting yesterday. #carewhatyouwishfor",off-topic
'295367453515587584',"But I'm being paid to stand here doing nothing so I can't complain",off-topic
'296761404545978369',"@francoph1ique nah we got kicked out for being too drunk before she could get up there :(",off-topic
'296600812749201408',"Everything is backwards here #lettersarenotnumbers #brisbane #australia  @ Meriton Serviced Apartments http://t.co/E7MKI4in",off-topic
'296807842256654337',"impact of #floods fresh fruit and vegetable shelves empty in #woolworths #Townsville #Qldfloods",on-topic
'296465039802646528',"@simultech @jimmyti @invig Reasonable. But I dont regret it, my Retina Pro is still the best Mac Ive owned.",off-topic
'296205433474011136',"@PoshLopez He's lost heaps of weight..Don't get me started on 'Basmati &amp; Bagwan' who seem to bag everything.... #MKR",off-topic
'296075758143676416',"Water water and more water as the Mary river floods Maryborough http://t.co/80T0K0CJ",on-topic
'296106426659639297',"At Aria tasting Veuve Fourny R; nv; based on 2008; all barrel aged as base on lees 2yrs; 4 @ Aria Restaurant http://t.co/JyZSPSd6",off-topic
'295320633775104000',"@breebella12 haha damn I didn't get one lol ... Mine was crap..long story lol",off-topic
'295457288448249856',"@EmilyRaadke ugh damn rain or I would be there now",off-topic
'295780520313360385',"@MarkGellie @paulrowney weather went crazy so I got an earlier flight. Fly out tonight then hang out in Dubai for a few hours",on-topic
'297253305774637056',"@WillSinge I'll be single this valentines day as well. as well as the next year, and the next, and the one after that #foreveralone",off-topic
'295331702375591936',"@Real_Liam_Payne its soo beautifull there...right now Im in lock down...tornado warnings :(",off-topic
'296584491336622080',"@melissamay1 @brfc332 @qldcate goggles? I there going to be flying wings?",off-topic
'295439077031940097',"having fun main hujan mcm 15 thun lepas.. :) #weather #rain #thunderstorm #australia  @ Nundah Village http://t.co/ropTNTVH",on-topic
'296251447148941313',"@annemoloney that was a 25 minute phone call... Oops",off-topic
'297340186898087938',"#followfriday @rhiannonnnxo my bestie. So very proud of her. She's beautiful and funny, and has a big heart!",off-topic
'295672405102309376',"Waters up at bottom of Bright St, Kangaroo Point http://t.co/TlGdUoum",on-topic
'296601511755128832',"@amandaashby Fingers crossed you weren't battered about too much in those weekend storms. xx",on-topic
'297088449968758784',"@Harry_Styles it's your birthday in Australia, so HAPPY BIRTHDAY!!!!! HAVE A GREAT DAY! I love you!!!! Xx",off-topic
'296507542253735936',"#book8 #brainrules 9/10 multi-sense presentations, re-use of scent at recall improves results drastically",off-topic
'295531017173876736',"The wind is so scary. :((",off-topic
'296763941428817920',"@PoshLopez There are people who go through life sitting in their brains....Another example!",off-topic
'296165742280339456',"@ArianaGrande Remember when you followed me today and i cried",off-topic
'295331299705647105',"Do u like nissan cube? http://t.co/qtaWsC2E #eyeland",off-topic
'295481835515957248',"@TreanMachine ya we are good here, we built fort knox xxx u?",off-topic
'296905347048828929',"@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/10PzYWJo",off-topic
'295875124274556928',"@BrentonSpeed yeah he did really well in the 3 Test Matches...short memory",off-topic
'296485093164339200',"*starts talking to Japanese exchange student at school.... IMMEDIATELY FORGETS ALL JAPANESE EVER LEARNT.. *",off-topic
'296219259120517120',"9:30pm and it's still over 30C. Apparent temp 36.6C and a humidity of 77%. All praise the AC.",off-topic
'295668414188511232',"@SpencerHowson great work on the radio @612brisbane this morning.",off-topic
'296121334407233536',"After work, back to whyrls, check animals again. Home. Clean. Make dinner. Fall over.",off-topic
'297314114366238720',"@liamnolan I plan on doing just that tomorrow night :)",off-topic
'295841498547765248',"Brisbane fuckface fuckface's! Before someone gets beaten up. http://t.co/IcretDmE",off-topic
'296585725544120320',"@RealJackMcClane oh I know :-) my hubby did too. I was sobbing",off-topic
'296554621730701312',"Whatever u goin thru; think of it like being on a step, u r going up step at a time; don't stress out too much. Its only a step",off-topic
'295606252652875776',"Praying I would be sober enough to go to work. Wish me luckkkk",off-topic
'296953138185920512',"All packed! See u soon, jakarta! #holiday #getaway  @ Orange Grove Rd - Bosworth Street - 55 http://t.co/3laq7nCY",off-topic
'295469554065346561',"@blistr73 I hope it does then the 'rich and famous 'will see how much of a tool he really is!! #masterchefAU",off-topic
'297283833185832960',"Mmmm, Mel's looking good least",off-topic
'296221159240900608',"NEED A WINDOW CLEANER AFTER THAT HUGE STORM? http://t.co/sHbRjIQ0",off-topic
'295438878851084288',"The last thing I need is MvF doing both Pho and German Schnittie in one episode",off-topic
'297251689793200128',"We should be thankful for CCM fans. They make the bogans of QLD coastal towns look like debonair refined gentlemen!",off-topic
'296359832729026560',"It's #annoying to think that this girl's #dumbass still hasn't gotten a clue. I will put her in a box 6 ft under if she doesn't piss off :@",off-topic
'296190218816606209',"there are a lot of hottttt people in cairns. I can tell because they are all glistening with sweat",off-topic
'296509196722139137',"@Elusive_Sausage ahhh The House of Pain.",off-topic
'295696173950435329',"@Mel_Tea it's the winds that are a bit of worry as all that water soaks the ground &amp; wind knocks over trees.",on-topic
'295988853213364225',"First day back at work after the long weekend of rainy hell...mother nature and her wacky sense  @ Coorparoo http://t.co/BvPVvY7V",off-topic
'297318697293455360',"@MileyCyrus oh mannnn not sure if I would be feelin the love!",off-topic
'297180668541165568',"The only good thing about watching old Bulldogs games is Steve Price #nrlsummettime",off-topic
'296206146413404160',"As annoying as the NSW girls are, at least #MKR doesn't have all the emotional BS #masterchef_aust goes on with.",off-topic
'296558249312915456',"@Albiestar no wait, I say it's a funny old world then cackle drunkenly.",off-topic
'296924073538244608',"@JamesVickery he is a tinny bugger I'll give him that...",off-topic
'296524447895134208',"@GazGShore I think it'd look cute",off-topic
'296849633869713408',"@Vaish_Red_Devil we didn't kill them off, should have led by 2-3 goals. All teams try harder when they are only 1 goal down @ HT",off-topic
'295353801370652673',"With #ADI Mark Adi at Chandler Swimming Centre   #Adi #Swimming #Boss #MarkosTheBoss",off-topic
'296358011620958210',"@DearElina ugh this doesn't help me. I need it to be 24 degrees!",off-topic
'295387229642162176',"John Taylor, @_johntaylor_ is now trending in #Brisbane http://t.co/XLYcmGe6",off-topic
'295342242632192000',"@randomknits @gilmae I know. It was 20mins away. Also one just up the road from me. Very lucky",off-topic
'297246230487113728',"@Kogan still waiting on support team to contact me.",off-topic
'296187893788065792',"Missing the bad weather again!!! Talk about being lucky http://t.co/AkgV1qW1",on-topic
'297209054135197696',"What's better then a $1 frozen coke?!  Two $1 frozen cokes!!!!! #cold #refreshing #followback http://t.co/HBXuLeNz",off-topic
'296431953815695360',"GILLARDS GLASSES CANNOT HIDE THAT SHE IS STILL A WOMAN AND THUS WE MUST CONTINUE TO DISRESPECT HER.",off-topic
'295781667346472960',"@adamschofield22: Great meal and service @PigRiverside in Brisbane! #qualityspot Thanks mate, appreciated.",off-topic
'295392802790060032',"@PaulCunningham 38 degrees and humid now. Just rode for an hour on the motorbike, followed by drinking almost a litre of water in one go.",off-topic
'295407079697571840',"@KeithUrban good choice. And thanks for keeping 10000+ people off our dangerous roads.",off-topic
'295478715842969600',"@Keira_McIntosh you need to post more whiskey pics.",off-topic
'296433016320954371',"@andyexpandy still gotta see it. I am the worst human.",off-topic
'295830872857395200',"@AngelineAvenue looks like you won't be down there for a while haha  After about a months time I won't be in Australia for a while",off-topic
'296185216886771712',"@bennyboy1210 how did today go mate?",off-topic
'295836935379881984',"No that photo is not edited, how beautiful is it.",off-topic
'296130553999151104',"@ThatParawh0re yeah it was pretty bad",off-topic
'295439908473020416',"It calms down then starts again",off-topic
'295335518177218562',"OMG! I see it. @imlaurenmcguire What a beauty. Pop a sapphire blue necklace on her and who could tell the difference? # Purrfect",off-topic
'296616381984694272',"@MELZLR you will get embarrassed too in a year or two, you will see what they're going on about. But mothers are like that! Especially Asian",off-topic
'296046185175732224',"@treehouse once again fuck off this is from 3 Weeks ago",off-topic
'295371090660843520',"Getting missing ingredients for making Pancakes (@ NightOwl) http://t.co/1E7Oykdl",off-topic
'295660286139039745',"Well. Lost power at home overnight. Off to chermside with bec // going to be an interesting day",on-topic
'296437810234269696',"@meaganpitt K would say not, I would say a little too big !!",off-topic
'296584594306772992',"I try not to hate people... But seriously it's like some people just ask for it.",off-topic
'295430649265938432',"@Aliminx37 watching Trevor McDonald death row documentary on your recommendation",off-topic
'296134107283476480',"Can't wait to get home. Walk the dog n play video games",off-topic
'296541503755542528',"Waiting for Sleeping Dogs update to download. I cant play because it wants to download a stupid DLC I would never, ever buy.",off-topic
'295860501123063808',"@Scala100million Yeah hun as sweet as me and  you love you boo ONELOVE Muahhhh xoxo #OneLove",off-topic
'296899375911821312',"@Siham_A_ i'm great thank you :) been busy though, just started school hm. and you?:)",off-topic
'296872076202086400',"@BrooksBeau can you please just follow me ? It would be much appreciated  thank you and love you",off-topic
'295485844473659392',"Home alone in the dark because no power. WELP.",on-topic
'296513083512336385',"Amazing sportsgirl M beaded top $30.00 http://t.co/X9qPbEXm",off-topic
'295383246043242497',"@cuteboyjoe look up Giiovanna Plowman fake account of her and they've posted the dog video and the chicken one. About to watch the chicken",off-topic
'296109766894301185',"ThisRT@autocorrects: Thinking of Something and Laughing Alone.",off-topic
'295488881325916160',"@D_Keating haha indeed that's what the subbies r for ;)",off-topic
'296737994520551428',"@IMAO_ @adamsbaldwin love both as well...",off-topic
'296987481058988033',"@peterlu0ng @lindapham09 No her very first ever time was with me and Tina... But then she just kept going and going like all the time!",off-topic
'295380187367997440',"@mitchmarsh235  #bigwet  rain, rain, rain Coast is pretty bad",on-topic
'295320949924974592',"Sick of hearing about beating ManU &amp; Arsen. Kudos from that ran out many embarrassments ago. Sort yourself out #NCFC #pinkun",off-topic
'295398156886224896',":/ Cowering from the rain and kitties and Jebus why has thou forsaken me? http://t.co/zRPcv5RX",off-topic
'295386113697251328',"Am loving that #thebigwet is forcing a bit of quality home time... Snuggling in with The Man From Snowy River and an affogato!",off-topic
'295817158175387648',"@paulmcwilliams1 thats where I am! It is stunningly located. Great little swimming pool, too. Good choice!",off-topic
'295431186908598272',"Now, what Im with isnt it. And whats it is strange and scary to me.   Itll happen to you.",off-topic
'297456446646403073',"Today I learn how to shoot on film. #canon #a1 #35mm",off-topic
'296841056056664065',"I just ousted @garykelk as the mayor of Grovely State School on @foursquare! http://t.co/uaJ9ljL3",off-topic
'296884597252296704',"@Stucatzo @GROGParty can't wait for clean up Australia Day on Sept 14.",off-topic
'296228875015426049',"Tue Jan 29 2013 12:10:41 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E020S Date: 2013-029",on-topic
'297296211470327808',"Almost crashed the car when @smallzy announced #TheBritAwardsComp - close to tears",off-topic
'295800352379383810',"@JLH25 Hi Rat.  We copped it last Thurs.  500mm rain but luckily no damage here.    30 yachts washed onto rocks.  We are all good.",off-topic
